position,title,artists,album,duration,duration_seconds,videoId,likeStatus,inLibrary
1,Time To Dance (SebastiAn Remix),"Anthonin Ternant, The Shoes",Crack My Bones,3:25,205,8S2LKUj759A,INDIFFERENT,False
2,Rainfall (Praise You),Tom Santa,Rainfall (Praise You),2:47,167,YQZuXCkBvuQ,INDIFFERENT,False
3,Chrome.exe,Digitalism,JPEG,2:47,167,Od9vIc_Qzgo,INDIFFERENT,False
4,Music Makes Me High,The Avalanches,We Will Always Love You,3:22,202,e9p6g34ZIZU,INDIFFERENT,False
5,Intro,"Alan Braxe, Fred Falke",Running,4:55,295,z3uLFiWLvHA,INDIFFERENT,False
6,Chill Like That,"PiCKUPLiNES, Sunday Scaries",Chill Like That,3:00,180,jfGd6A_dBEo,INDIFFERENT,False
7,Incognito,Justice,Hyperdrama,4:02,242,laDm1rIvI-s,INDIFFERENT,False
8,(It Goes Like) Nanana (Edit),Peggy Gou,I Hear You,3:52,232,XOsY3W3dlI0,INDIFFERENT,False
9,Jazzed Up,Bellaire,Jazzed Up,2:50,170,sqsyXuc-lXE,INDIFFERENT,False
10,LesAlpx,Floating Points,Crush,4:43,283,iuTk8x410mk,INDIFFERENT,False
11,Don't Leave,QB9,Don't Leave,3:30,210,XTQzEE5Udd0,INDIFFERENT,False
12,Somedays,"D.O.D, Jazzy, Sonny Fodera",can we do it all again?,3:28,208,w9LiOOVQ12U,INDIFFERENT,False
13,"Aerodynamic Beats / Gabrielle , Forget About the World",Daft Punk,Alive 2007,3:32,212,sP8pIospPig,INDIFFERENT,False
14,À cause des garçons (Tepr Remix Edit),Yelle,Pop-Up (Extended Version),2:55,175,f_TJvjc4e-I,INDIFFERENT,False
15,DEFIANT ORDER,Birdy Nam Nam,Defiant Order,3:42,222,zqmbAN_q3x8,INDIFFERENT,False
16,Cassius 1999 (Radio Edit),Cassius,1999 (Deluxe Edition),3:42,222,J8fMAXnDocs,INDIFFERENT,False
17,Fade Away (feat. Joe Reeves),Vitalic,Rave Age,4:29,269,6vPS1G3U37c,INDIFFERENT,False
18,I Remember You A Dancer,Kerala Dust,I Remember You A Dancer,4:01,241,mUdRlZGsbaU,INDIFFERENT,False
19,Synrise (Soulwax Remix),GOOSE,Synrise (10 Year Anniversary Edition),3:43,223,A0vVCpAp3ek,INDIFFERENT,False
20,Intro,The Chemical Brothers,For That Beautiful Feeling,1:10,70,TiFB31rww08,INDIFFERENT,False
21,Reach Out,Marc Rebillet,Loop Daddy,2:57,177,2Z-lzB4A52w,INDIFFERENT,False
22,Silver Screen (Shower Scene),Felix Da Housecat,Kittenz and Thee Glitz,4:41,281,aZ49Hoea9IU,INDIFFERENT,False
23,Signatune (Thomas Bangalter Edit),DJ Mehdi,Lucky Girl,6:20,380,F-pK9KHoCsg,INDIFFERENT,False
24,TEMPORARY FRIENDS,"Charlotte Plank, NOTION",TEMPORARY FRIENDS,3:02,182,hGBX04xsuFQ,INDIFFERENT,False
25,Another Excuse (Dfa Remix) (feat. Nancy Whang),Soulwax,Nite Versions,8:01,481,Rhp-xBsXiT4,INDIFFERENT,False
26,Andromeda (feat. DRAM),Gorillaz,Humanz,3:18,198,o3Dv4L2RnRQ,INDIFFERENT,False
27,Mr. Croissant Taker,Transistorcake,Mr. Croissant Taker,4:29,269,pO6C3xTrZi8,LIKE,False
