id,type,title,artists,description,first_seen,last_seen,times_recommended,latest_position
Ax_mBcfX0dY,Video,Añoranza en las Yungas (El Búho Remix),Lagartijeando,,2026-09-14T08:57:42Z,2026-09-14T08:57:42Z,1,2
l-m6Cqu1OCQ,Video,Antofogasta de la Sierra (El Búho's Noctural Remix),Lagartijeando,,2026-09-14T08:57:42Z,2026-09-14T08:57:42Z,1,3
sNxB4f5tqqA,Video,Neverender (Extended),"Justice, Tame Impala",,2026-09-14T08:57:42Z,2026-09-14T08:57:42Z,1,11
coQkiurT5ag,Video,Los Pastores (Rafael Aragon Remix),Chancha Vía Circuito,,2026-09-14T08:57:42Z,2026-09-14T08:57:42Z,1,13
iG_SUQwtw6w,Video,Miniyamba (Lagartijeando Remix),"Hajna, Mina Shankha, Orsso, Yeahman",,2026-09-14T08:57:42Z,2026-09-14T08:57:42Z,1,16
IjGMzVScUKI,Video,Tzen Tze Re Rei (Si Remix),Loli Cosmica,,2026-09-14T08:57:42Z,2026-09-14T08:57:42Z,1,19
T2Ne2GHMdXQ,Video,Isle Eyes (RUMTUM Remix),Monster Rally,,2026-09-14T08:57:42Z,2026-09-14T08:57:42Z,1,20
9APCmR0PzEQ,Video,Purple Haze,Frank Zappa,,2026-09-13T08:20:33Z,2026-09-14T08:57:42Z,2,5
HsmisYMIRRc,Video,Yakety Axe,Chet Atkins,,2026-09-13T08:20:33Z,2026-09-13T08:20:33Z,1,2
XCcoLNRNipo,Video,Wichita Lineman,Glen Campbell,,2026-09-13T08:20:33Z,2026-09-13T08:20:33Z,1,9
ZDBZ_5ULjJg,Video,Dixieland Delight (Alabama Cover),Old Crow Medicine Show,,2026-09-13T08:20:33Z,2026-09-13T08:20:33Z,1,12
dBUt_4GgkbI,Video,Eight More Miles To Louisville (Simply Bluegrass),Sam Bush,,2026-09-13T08:20:33Z,2026-09-14T08:57:42Z,2,18
ZsKezNXRXgY,Video,Alabama Getaway (Bonus Track),Jerry Garcia,,2026-09-13T01:23:32Z,2026-09-13T08:20:33Z,2,3
rr6PXvSnfas,Video,Ooo Baby Baby,LA LOM,,2026-09-13T01:23:32Z,2026-09-14T08:57:42Z,3,4
