position,title,artists,album,duration,duration_seconds,videoId,likeStatus,inLibrary
80,Lejos de Ti,Raúl Garces,Lejos de Ti y Otros Exitos de Raúl Garces,3:12,192,T8csBT2agVg,INDIFFERENT,False
81,Ojos Cafés (Remasterizado),Trio Monterrey,Trio - Logia Los Mejores Trios,3:12,192,8RUWNWIotRo,INDIFFERENT,False
82,Vidita Mía,Los Galantes,Sabor A Mí,2:48,168,zktiLLHw46s,INDIFFERENT,False
83,Total,Celio González,21 Éxitos: Celio González,2:49,169,HQL08TYxwkM,INDIFFERENT,False
84,El Camino de la Vida,Los del Recuerdo,"Música Colombiana del Recuerdo, Vol. 1",3:33,213,WurFCDSlrbs,INDIFFERENT,False
85,Esta Tarde Vi Llover,Las Lagrimas,Esta Tarde Vi Llover,2:24,144,4uvge14lna8,INDIFFERENT,False
86,Piel Canela,Los Kipus,Cariño Malo,2:09,129,aKRnZ_Xxu90,INDIFFERENT,False
87,Señora Bonita,Leo Marini,Recordando a Leo Marini,2:58,178,xBBn_RyvDTM,INDIFFERENT,False
88,Siete Notas de Amor,Johnny Albino y Su Trío San Juan,Lo Mejor de los Mejores - Tríos del Mundo,3:16,196,XiurhlBhoAs,INDIFFERENT,False
89,A Unos Ojos,Los Embajadores,Han Llegado,3:14,194,DCRrl35yaIo,INDIFFERENT,False
90,Historia de un amor,Pedro Infante y la Rondalla del Amor de Saltillo,La Serenata del siglo,3:25,205,8Yp9eEKbAF8,INDIFFERENT,False
91,Si Tu Me Dices Ven,Maria Martha Serra Lima,Esencia Romantica 3,3:08,188,P3665LFDCbw,INDIFFERENT,False
92,Piel Canela (feat. Trío Atracción Romántica),Charlie Sánchez,Boleros al Oído,3:04,184,8W1mxjwLKPQ,INDIFFERENT,False
93,Caminemos,Los Románticos,Éxitos de Los Panchos,2:55,175,JcEl8LaoSXY,INDIFFERENT,False
94,Percal,Bienvenido Granda,Boleros con el Estilo Incomparable de Bienvenido Granda,2:45,165,Ct1MPUO_-ig,INDIFFERENT,False
95,Perfume de Gardenia (Bolero),José Luis Moneró,José Luis Moneró,2:58,178,pQNynuFP4bc,INDIFFERENT,False
96,Una Aventura Más,Hernando Aviles Y Su Cuarteto,25 Grandes Éxitos,2:55,175,FyxDvWifzsk,INDIFFERENT,False
97,Entre Tu Amor Y Mi Amor,Felipe Pirela,Malditos Celos,3:10,190,iQ61XGqWpf4,INDIFFERENT,False
98,El Camino De La Vida,Silva y Villalba,25 Años Cantandole A Colombia,3:15,195,enMbQfgyKog,INDIFFERENT,False
99,Hasta mi Final,La Rondalla Motivos,Nostalgia,3:02,182,c4La4m6E5X4,INDIFFERENT,False
100,Cataclismo,Ana Elena Sandoval,Maria Elena Sandoval,2:13,133,Jqki8Xk4wus,INDIFFERENT,False
101,Sin un Amor,Trío Los Panchos,Originales - 20 Exitos,3:01,181,sM5MLtgpE2A,INDIFFERENT,False
102,Cuando Voy por la Calle,Trio America,Lo Mejor del Trio America,2:45,165,55uvxOnlYTw,INDIFFERENT,False
103,Divina Ilusión,Los Tres Diamantes,"Recordando a Los Tres Diamantes,Vol.1",3:08,188,VBfrekcZaLw,INDIFFERENT,False
104,Tu vida y mi vida,Pedro Infante,50 años light,2:41,161,hDG8R3WRsGU,INDIFFERENT,False
105,Loca Pasión,Los Jaibos,El Disco de Oro,2:52,172,7C9ejCacsXE,INDIFFERENT,False
106,No importa corazón,Los Tecolines,Antología... Los Tecolines,3:01,181,y9P3W1bi6wM,INDIFFERENT,False
107,Que Nadie Sepa Mi Sufrir,Julio Jaramillo,Rondando Tu Esquina,2:53,173,Fq0uyTJ7010,INDIFFERENT,False
108,Todo Me Gusta De Ti,La Sonora Matancera,Desfile De Estrellas,2:41,161,xFiIsIBlMOg,INDIFFERENT,False
109,Odiame,Los Tres Reyes,"Los Tres Grandes Trios: ""Viva el Trio""",3:18,198,8lXK0xeTJEs,INDIFFERENT,False
110,Y...qué Hiciste,Eydie Gormé,Here Comes... Eydie Gormé!,2:49,169,N37I82-Iehw,INDIFFERENT,False
111,La Enramada,Los Tres Ases,Grabaciones Completas,2:51,171,qYXrESeyJoI,INDIFFERENT,False
112,Corazón Loco,Johnny Albino,Los Voz De Oro Del Bolero,2:55,175,qDtVZyzQf_o,INDIFFERENT,False
113,Sabrá Dios,Alvaro Carrillo,El Maestro,1:22,82,ZNVQqb6Pmjc,INDIFFERENT,False
114,Júrame,Los Tres Caballeros,Lo Mejor De,1:59,119,Dbfbb89RjFA,INDIFFERENT,False
