position,title,artists,album,duration,duration_seconds,videoId,likeStatus,inLibrary
1,Stornoway,Skinshape,Stornoway,4:11,251,Up0wYsESdkc,INDIFFERENT,False
2,Flim,Aphex Twin,Come To Daddy,2:58,178,-yNHlKAzyVA,INDIFFERENT,False
3,You Bliss,"Adrian Sherwood, Nightmares On Wax",You Bliss / You Wish,4:15,255,8YF1nuHgJsc,INDIFFERENT,False
4,Opus 17,Dustin O'Halloran,Marie Antoinette (Original Motion Picture Soundtrack),2:04,124,1aVUZ1e46wc,INDIFFERENT,False
5,Strange Seed,Emapea,"Seeds, Roots & Fruits",3:04,184,Z0TfdZBc7L8,LIKE,False
6,Got Caught in Amsterdam,Arc De Soleil,The Thief in Marrakesh Got Caught in Amsterdam Trying to Escape,2:51,171,SuvVK76HAPE,INDIFFERENT,False
7,No More Time,Dylan John Sparkes,No More Time,3:46,226,93n0chXrpuY,INDIFFERENT,False
8,Music Is Math,Boards of Canada,Geogaddi,5:22,322,YSi78g2CXCM,INDIFFERENT,False
9,Time To Rebuild,The Sure Fire Soul Ensemble,Step Down,3:03,183,1rTNWzuTeBQ,INDIFFERENT,False
10,The Shame,"Holy Hive, El Michels Affair, & Fleet Foxes",Big Crown Vaults Vol. 3 - Holy Hive,2:56,176,3bSGH0xEJSQ,INDIFFERENT,False
11,Cultivation,Offthewally,Cultivation,3:23,203,bQGywibsQGU,INDIFFERENT,False
12,Stay Soft,Melodiesinfonie,Stay Soft,3:20,200,rsgxEtvgZ-4,INDIFFERENT,False
13,Fire,Thomas Naïm,Sounds of Jimi,3:37,217,e-qMhYPPDSw,INDIFFERENT,False
14,Moewe,Löwenzahnhonig,Moewe,3:39,219,k8fv9ZIo3FA,INDIFFERENT,False
15,Orange Incense,Octave Cat,Sprezzatura,3:32,212,icxVXKLBRgA,INDIFFERENT,False
16,Turnmills (Edit),Maribou State,Turnmills,3:22,202,Q8KNRWBOKGo,INDIFFERENT,False
17,Low Sun,Hermanos Gutiérrez,Sonido Cósmico,3:09,189,lr19_EzZHEM,INDIFFERENT,False
18,Road Song,Ikebe Shakedown,The Beast / Road Song,3:01,181,2DXSAv-yjCk,INDIFFERENT,False
19,The Lone Pistolero,Tommy Guerrero,No Mans Land,3:21,201,bINJy0n0rx8,INDIFFERENT,False
20,From The Streets,Delvon Lamarr Organ Trio,I Told You So,4:28,268,iblmdvh7qgI,INDIFFERENT,False
21,Come Right Back (pt. 2),"Leroi Conroy, Wesley Bright",Come Right Back (pt 1 and pt 2),3:17,197,fi-DGhHGu1Y,INDIFFERENT,False
22,Wavy (feat. The Soul Surfers),Janko Nilovic,Maze Of Sounds,3:12,192,4c3WSCpwnog,INDIFFERENT,False
23,Kelebek,Psyché,Psyché,4:00,240,o18GQDDOH2I,INDIFFERENT,False
