position,title,artists,album,duration,duration_seconds,videoId,likeStatus,inLibrary
1,Cold Earth,Boards of Canada,Tomorrow's Harvest,3:43,223,VQAD1DkpGoc,INDIFFERENT,False
2,In Threes,Loscil,Sea Island,5:58,358,Px_DbjgHVX4,LIKE,False
3,Color Me Blue,Akane,Color Me Blue,3:11,191,YguvZnzjrsU,INDIFFERENT,False
4,In Your Arms,Vontmer,Home Is You,3:48,228,sEZ0NwOdGIc,INDIFFERENT,False
5,Afternoon Memories,Lavaros,Afternoon Memories,2:56,176,90lYz0hT7ss,INDIFFERENT,False
6,Serenidade,Vincenzo Crimaco,Serenidade,3:08,188,cqxLnjRYqXs,INDIFFERENT,False
7,Phase 09 - Sombrero (2021 Remaster),Solar Fields,Until We Meet The Sky (2021 Remaster),5:44,344,5HzZ3zMLQHI,INDIFFERENT,False
8,Temporal,Aukai,Temporal,3:05,185,dUzXCkhorog,INDIFFERENT,False
9,North Cormorant Obscurity,Rykard,Arrive The Radio Beacon,3:18,198,Mnf1yfYOwUE,INDIFFERENT,False
10,Invisible [Piano Version] (feat. Sofiane Pamart),NTO,Invisible,2:55,175,SJJvB0LEh8c,INDIFFERENT,False
11,Fragment II,Library Tapes,Fragment,4:01,241,Fq8lS-mSeoY,INDIFFERENT,False
12,Passion,Nightmares On Wax,In A Space Outta Sound,7:01,421,RwB2-Trahd0,INDIFFERENT,False
13,Idea 10,Gibran Alcocer,Idea 10,2:08,128,NfOg7uNLolA,INDIFFERENT,False
14,The Wider Sun,Jon Hopkins,Insides,2:35,155,K32txPlV64I,INDIFFERENT,False
15,Hohenbol,Feldgeister,Between Camerae,3:20,200,hSzmR10T1hs,INDIFFERENT,False
16,"Fauna, Pt I",Gidge,Autumn Bells,3:34,214,ZPsRj20nuuA,INDIFFERENT,False
17,Red Elevation,Hello Meteor,An Unfamiliar Place,4:51,291,Sn6ERMVzMXY,INDIFFERENT,False
18,Forms,Cardamom,Forms,3:01,181,Ijx6qgW_-ZM,INDIFFERENT,False
19,Billions and Billions,Stellardrone,A Moment of Stillness,5:15,315,XuYxAy_NeZA,INDIFFERENT,False
20,Aurora,Kupla,All Natural,2:28,148,sNfhhzvnR58,INDIFFERENT,False
21,Love Garden (Dedicated to Ildiko),Gabor Deutsch,Contrast,5:27,327,ERuUm2tJS9Q,INDIFFERENT,False
22,From Home,Vivian Roost,From Home,3:23,203,i7f67CcgWi8,INDIFFERENT,False
23,Oleander (Phutureprimitive Symbiotic Remix),Bluetech,Digital Singles Vol.1,7:36,456,JnKhDj3r81A,INDIFFERENT,False
24,Sylvan Echoes,Jacob LaVallee,Sylvan Echoes,3:32,212,HeQE-OgzgRI,INDIFFERENT,False
25,Courage,Patrick O'Hearn,Transitions,3:22,202,mlJTqWKRwnM,INDIFFERENT,False
