position,title,artists,album,duration,duration_seconds,videoId,likeStatus,inLibrary
1,Chrome.exe,Digitalism,JPEG,2:47,167,Od9vIc_Qzgo,INDIFFERENT,False
2,Rainfall (Praise You),Tom Santa,Rainfall (Praise You),2:47,167,YQZuXCkBvuQ,INDIFFERENT,False
3,Edge of Desire,"Jonas Blue, Malive",Edge of Desire,2:15,135,91ArCmT8cF0,INDIFFERENT,False
4,Rainbow Man,Busy P,ED REC Vol.2,3:33,213,iPpmig9WC-g,INDIFFERENT,False
5,Jazzed Up,Bellaire,Jazzed Up,2:50,170,sqsyXuc-lXE,INDIFFERENT,False
6,D.A.N.C.E. (WWW),Justice,Woman Worldwide,3:17,197,jOjeFrD0ZOM,INDIFFERENT,False
7,À cause des garçons (Tepr Remix Edit),Yelle,Pop-Up (Extended Version),2:55,175,f_TJvjc4e-I,INDIFFERENT,False
8,Time To Dance (SebastiAn Remix),"Anthonin Ternant, The Shoes",Crack My Bones,3:25,205,8S2LKUj759A,INDIFFERENT,False
9,I <3 U SO,Cassius,The Rawkers,3:43,223,_jwVM3vdJ8k,INDIFFERENT,False
10,Delorean Dynamite,Todd Terje,It's Album Time,6:46,406,KLyNVBSsWq8,INDIFFERENT,False
11,Synrise (Soulwax Remix),GOOSE,Synrise (10 Year Anniversary Edition),3:43,223,A0vVCpAp3ek,INDIFFERENT,False
12,Chill Like That,"PiCKUPLiNES, Sunday Scaries",Chill Like That,3:00,180,jfGd6A_dBEo,INDIFFERENT,False
13,Intro,The Chemical Brothers,For That Beautiful Feeling,1:10,70,TiFB31rww08,INDIFFERENT,False
14,You (feat. Madeline Follin),Etienne de Crécy,Super Discount 3,3:35,215,bAUIM688GtA,INDIFFERENT,False
15,Microphone (habitat remix),American Authors,Microphone (habitat remix),3:30,210,LfZgxTtFovo,INDIFFERENT,False
16,Dub Racer,bicycle ride,Dub Racer,3:05,185,VaZ_1k96RSU,INDIFFERENT,False
17,On My Knees,RÜFÜS DU SOL,Surrender,4:22,262,JbOz0sMLFko,INDIFFERENT,False
18,The Piano Drop,Tim Hecker,"Ravedeath, 1972",2:54,174,jlfwZDR_1Hg,INDIFFERENT,False
19,SOMEWHERE ELSE,"AURORA, TOMORA, Tom Rowlands",COME CLOSER,4:12,252,Jpz6LarMR-w,INDIFFERENT,False
20,Intro,"Alan Braxe, Fred Falke",Running,4:55,295,z3uLFiWLvHA,INDIFFERENT,False
21,Silver Screen (Shower Scene),Felix Da Housecat,Kittenz and Thee Glitz,4:41,281,aZ49Hoea9IU,INDIFFERENT,False
22,LesAlpx,Floating Points,Crush,4:43,283,iuTk8x410mk,INDIFFERENT,False
23,& Down,Boys Noize,Oi Oi Oi,4:19,259,LB7PIZHX1KM,INDIFFERENT,False
24,Secam,Mr. Oizo,ED REC Vol.X,4:24,264,pUS0wWeHD3E,INDIFFERENT,False
