title,artists,album,inLibrary,likeStatus,duration,duration_seconds,videoId,played_at,run_id
Ain't Life Grand,Widespread Panic,Ain't Life Grand,False,INDIFFERENT,4:48,288,ulnWqaOJ3yg,2024-05-30T00:28:49Z,gh-1344
How 'Bout You?,Yonder Mountain String Band,Yonder Mountain String Band,False,INDIFFERENT,3:46,226,wWS7dZahs70,2024-05-30T00:25:03Z,gh-1344
I Don't Mind,Sturgill Simpson,Cuttin' Grass - Vol. 1 (Butcher Shoppe Sessions),False,INDIFFERENT,4:30,270,xYcmf9cRp7A,2024-05-30T00:20:33Z,gh-1344
Blue Indian,Widespread Panic,Til the Medicine Takes,,LIKE,4:53,293,Ph4EvL5dwD4,2024-05-30T00:15:40Z,gh-1344
One More Saturday Night (Live),Grateful Dead,Harding Theater 1971 (Live),False,INDIFFERENT,4:46,286,sS12l_xDZlc,2024-05-30T00:10:54Z,gh-1344
Wondering,Widespread Panic,Light Fuse Get Away,False,INDIFFERENT,4:25,265,9m1aJm1pE7g,2024-05-30T00:06:29Z,gh-1344
Dixie Chicken (2023 Remaster),Little Feat,Dixie Chicken (Deluxe Edition),False,INDIFFERENT,3:56,236,G7oCEnBSpRM,2024-05-30T00:02:33Z,gh-1344
"Spanish Moon (Live at Lisner Auditorium, Washington, DC, 8/8/1977)",Little Feat,Waiting for Columbus (Live Version; Deluxe Edition),,INDIFFERENT,5:37,337,RhmNK-ANKIw,2024-05-29T23:56:56Z,gh-1344
Let It Rock,Jerry Garcia,Garcia (Compliments) (Expanded),False,INDIFFERENT,3:15,195,OIII0kt_wfY,2024-05-29T23:53:41Z,gh-1344
Long White Line,Sturgill Simpson,Metamodern Sounds in Country Music,False,INDIFFERENT,4:02,242,qrZ0E0B7vd0,2024-05-29T23:49:39Z,gh-1344
You Were the Fool,Ween,12 Golden Country Greats,,INDIFFERENT,4:27,267,plKeLTrR8Cs,2024-05-29T23:45:12Z,gh-1344
Ain't Wastin' Time No More,The Allman Brothers Band,Eat A Peach,False,INDIFFERENT,3:42,222,NVPGu1nn-SY,2024-05-29T23:41:30Z,gh-1344
Willin' (2023 Remaster),Little Feat,Sailin' Shoes (Deluxe Edition),False,INDIFFERENT,2:57,177,BDYm1nYe0y8,2024-05-29T23:38:33Z,gh-1344
Deal,Jerry Garcia,Garcia,False,INDIFFERENT,3:12,192,C1IMWsWQrkY,2024-05-29T23:35:21Z,gh-1344
That's What Love Will Make You Do (Live),Jerry Garcia Band,"GarciaLive Volume One: March 1st, 1980 Capitol Theatre",False,INDIFFERENT,8:57,537,fmWJVpIdA1E,2024-05-29T21:18:09Z,gh-1343
Atlantic City,The Band,Jericho,False,INDIFFERENT,5:15,315,QFxXTO1t5yo,2024-05-29T21:12:54Z,gh-1343
Ruby Waves,Trey Anastasio,Ghosts of the Forest,False,INDIFFERENT,6:01,361,BzJK_r2wS38,2024-05-29T21:06:53Z,gh-1343
I Wanna Ride You,Medeski Martin & Wood,Uninvisible,False,INDIFFERENT,3:29,209,fdKj5dYjdFM,2024-05-29T21:03:24Z,gh-1343
Free,Phish,Billy Breathes,False,INDIFFERENT,3:49,229,D0JpbfeT5Ds,2024-05-29T20:59:35Z,gh-1343
Bloody Well Right,Supertramp,Crime Of The Century (Deluxe),False,INDIFFERENT,4:33,273,-YAMbLHcS-8,2024-05-29T20:55:02Z,gh-1343
Fool Yourself (2023 Remaster),Little Feat,Dixie Chicken (Deluxe Edition),False,INDIFFERENT,3:18,198,rLqHCbvE8lQ,2024-05-29T20:51:44Z,gh-1343
"One More Saturday Night (Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77)",Grateful Dead,Cornell 5/8/77 (Live),,INDIFFERENT,5:11,311,8ralk9Ngqag,2024-05-29T20:46:33Z,gh-1343
"Death Don't Have No Mercy (Live at Shoreline Amphitheatre, September 29, 1989)",Grateful Dead,So Many Roads (1965 - 1995),True,LIKE,6:42,402,ZFfVTFxfL08,2024-05-29T20:39:51Z,gh-1343
The Harder They Come (Live),Jerry Garcia Band,"GarciaLive Volume Two: August 5th, 1990 Greek Theatre",True,LIKE,10:46,646,keL6fAVUYsY,2024-05-29T20:29:05Z,gh-1343
Blue Indian,Widespread Panic,Til the Medicine Takes,,LIKE,4:53,293,Ph4EvL5dwD4,2024-05-29T20:24:12Z,gh-1343
Fuego,Phish,Fuego,,INDIFFERENT,9:15,555,yChuOY3_uA0,2024-05-29T20:14:57Z,gh-1343
Buckingham Green,Ween,The Mollusk,False,INDIFFERENT,3:19,199,iVfU5EkQjM0,2024-05-29T20:11:38Z,gh-1343
Buzzards of Green Hill,Les Claypool's Duo De Twang,Four Foot Shack,False,INDIFFERENT,4:05,245,ZrwsnreihjE,2024-05-29T20:07:33Z,gh-1343
Off-white Guilt,Les Claypool,Of Whales And Woe,,INDIFFERENT,2:21,141,H3YCTIUNF6Q,2024-05-29T20:05:12Z,gh-1343
Filipino Ray,Les Claypool,Of Whales And Woe,,INDIFFERENT,3:52,232,VGM7eIQEu8E,2024-05-29T20:01:20Z,gh-1343
Robot Chicken,Les Claypool,Of Whales And Woe,,INDIFFERENT,0:41,41,71M2NhYkfLQ,2024-05-29T20:00:39Z,gh-1343
Rumble of the Diesel,Les Claypool,Of Whales And Woe,,LIKE,4:04,244,_-ceV24iOn0,2024-05-29T19:56:35Z,gh-1343
Nothin' Ventured,Les Claypool,Of Whales And Woe,,INDIFFERENT,3:09,189,HPNKgkSutr4,2024-05-29T19:53:26Z,gh-1343
Iowan Gal,Les Claypool,Of Whales And Woe,,INDIFFERENT,3:30,210,8bzpwv35oa8,2024-05-29T19:49:56Z,gh-1343
Phantom Patriot,Les Claypool,Of Whales And Woe,,INDIFFERENT,4:02,242,0Q3rMDc4cvg,2024-05-29T19:45:54Z,gh-1343
Vernon The Company Man,Les Claypool,Of Whales And Woe,,INDIFFERENT,2:32,152,FgoCrAabnCA,2024-05-29T19:43:22Z,gh-1343
Of Whales and Woe,Les Claypool,Of Whales And Woe,,INDIFFERENT,3:04,184,MXzt9bgTO3E,2024-05-29T19:40:18Z,gh-1343
Lust Stings,Les Claypool,Of Whales And Woe,,INDIFFERENT,4:09,249,tnzpyZlTUoM,2024-05-29T19:36:09Z,gh-1343
One Better,Les Claypool,Of Whales And Woe,,INDIFFERENT,6:00,360,13bHgZPtJ7Q,2024-05-29T19:30:09Z,gh-1343
Back Off Turkey,Les Claypool,Of Whales And Woe,,INDIFFERENT,2:12,132,-gp4atlv4eY,2024-05-29T19:27:57Z,gh-1343
Pseudo Suicide,Oysterhead,The Grand Pecking Order,True,LIKE,4:53,293,atTo1pT6z8s,2024-05-29T19:23:04Z,gh-1343
"Fare Thee Well (feat. Jerry Douglas, Todd Phillips, Bobby Hicks & Larry Rice)",Tony Rice,Cold On The Shoulder,,INDIFFERENT,3:22,202,-pJMutbp_vw,2024-05-29T19:19:42Z,gh-1343
Me and Paul,Willie Nelson,One Hell Of A Ride,True,LIKE,3:49,229,lMugPjewv-0,2024-05-29T19:15:53Z,gh-1343
Columbus Stockade Blues,"Doc Watson, Richard Watson",Third Generation Blues,False,INDIFFERENT,3:32,212,rVAXyZCbFdI,2024-05-29T19:12:21Z,gh-1343
Steamboat Whistle Blues,John Hartford,Aereo-Plain,,INDIFFERENT,3:26,206,1qNS_QB76WU,2024-05-29T19:08:55Z,gh-1343
Nobody Knows What You Do,John Hartford,Nobody Knows What You Do,False,INDIFFERENT,3:59,239,jozQQIalOnY,2024-05-29T19:04:56Z,gh-1343
Somewhere My Love /We'll Meet Again Sweetheart,John Hartford,Nobody Knows What You Do,False,INDIFFERENT,2:41,161,ZwVIOkjapmA,2024-05-29T19:02:15Z,gh-1343
Sly Feel,John Hartford,Nobody Knows What You Do,False,INDIFFERENT,4:38,278,n7ey7lBA1L4,2024-05-29T18:57:37Z,gh-1343
The Golden Globe Award,John Hartford,Nobody Knows What You Do,False,INDIFFERENT,4:26,266,F8tDDHIL3-E,2024-05-29T18:53:11Z,gh-1343
Down,John Hartford,Nobody Knows What You Do,False,INDIFFERENT,2:07,127,Dyb7lSfKOlU,2024-05-29T18:51:04Z,gh-1343
Joseph's Dream,John Hartford,Nobody Knows What You Do,False,INDIFFERENT,4:25,265,7hTvyV7Qc-g,2024-05-29T18:46:39Z,gh-1343
The False Hearted Tenor Waltz,John Hartford,Nobody Knows What You Do,False,INDIFFERENT,3:08,188,Qy89N6ZO-bM,2024-05-29T18:43:31Z,gh-1343
Granny Wontcha Smoke Some Marijuana,John Hartford,Nobody Knows What You Do,False,INDIFFERENT,3:00,180,mufbOqlRjmA,2024-05-29T18:40:31Z,gh-1343
John McLaughlin,John Hartford,Nobody Knows What You Do,False,INDIFFERENT,1:44,104,cltBf4OhejM,2024-05-29T18:38:47Z,gh-1343
In Tall Buildings,John Hartford,Nobody Knows What You Do,False,INDIFFERENT,3:27,207,z7fhb-Y0jEc,2024-05-29T18:35:20Z,gh-1343
Didn't Want to Be Forgotten,John Hartford,Nobody Knows What You Do,False,INDIFFERENT,2:22,142,aYXTeu0YnkE,2024-05-29T18:32:58Z,gh-1343
You Don't Have to Do That,John Hartford,Nobody Knows What You Do,False,LIKE,2:38,158,h3SwkuG9SnU,2024-05-29T18:30:20Z,gh-1343
Névé,Loscil,Coast / Range / Arc,,INDIFFERENT,8:08,488,TOr_upZ1wM4,2024-05-29T12:38:37Z,gh-1340
Stave Peak,Loscil,Coast / Range / Arc,,INDIFFERENT,6:41,401,v5ke9itwVIU,2024-05-29T12:31:56Z,gh-1340
Fromme,Loscil,Coast / Range / Arc,,INDIFFERENT,7:36,456,86K_KPnNiNw,2024-05-29T12:24:20Z,gh-1340
Black Tusk,Loscil,Coast / Range / Arc,,INDIFFERENT,10:03,603,Y4Z7w6nNe8U,2024-05-29T12:14:17Z,gh-1340
Straw Dogs,loscil,Monument Builders,False,INDIFFERENT,4:58,298,dPqMreyLrhQ,2024-05-29T12:09:19Z,gh-1340
Monument Builders,loscil,Monument Builders,False,INDIFFERENT,4:44,284,1ESjoX0qKU4,2024-05-29T12:04:35Z,gh-1340
Red Tide,loscil,Monument Builders,False,INDIFFERENT,5:26,326,EFQlQHGuB20,2024-05-29T11:59:09Z,gh-1340
Drained Lake,loscil,Monument Builders,False,INDIFFERENT,6:47,407,pnJWK5rsNWc,2024-05-29T11:52:22Z,gh-1340
Don't Stop Me Now (With Long-Lost Guitars),Queen,Jazz (Deluxe Remastered Version),True,LIKE,3:35,215,r7z-tsD9aOE,2024-05-28T20:42:30Z,gh-1335
Dreams (2004 Remaster),Fleetwood Mac,Rumours (Deluxe Edition),False,INDIFFERENT,4:18,258,5oWyMakvQew,2024-05-28T20:38:12Z,gh-1335
Bad Girl,Pokey LaFarge,Something In The Water,False,INDIFFERENT,3:10,190,nzKdl3r5GvQ,2024-05-28T20:35:02Z,gh-1335
The Force,Lettuce,Crush,False,INDIFFERENT,3:42,222,3DuGtGk5oF0,2024-05-28T20:31:20Z,gh-1335
Chocolate Town,Ween,Quebec,False,INDIFFERENT,3:17,197,EoRPn4vZYQk,2024-05-28T20:28:03Z,gh-1335
Whiskey In The Jar,"David Grisman, Jerry Garcia",Shady Grove,False,INDIFFERENT,4:16,256,Y2nkQQkjCU8,2024-05-28T20:23:47Z,gh-1335
Synfyfyrio Gofod five,Rob Jenkins,Synfyfyrio Gofod five,False,INDIFFERENT,8:08,488,V9_MwBswcfE,2024-05-28T18:26:11Z,gh-1334
Brohm Ridge,Loscil,Coast / Range / Arc,,INDIFFERENT,11:27,687,aK1J6wUtCrg,2024-05-28T06:22:38Z,gh-1330
Black Tusk Descent,loscil,coast/range/arc//,,INDIFFERENT,7:15,435,ZheAgv6symk,2024-05-28T06:15:23Z,gh-1330
Estuarine,loscil,Endless Falls,,INDIFFERENT,8:21,501,MYtX2zYlfdA,2024-05-28T06:07:02Z,gh-1330
Endless Falls,loscil,Endless Falls,,INDIFFERENT,7:56,476,xxxpnfRi4Tw,2024-05-28T05:59:06Z,gh-1330
Don't Stop Me Now,Queen,Jazz (Deluxe Remastered Version),True,LIKE,3:30,210,DxQK_ARQmMY,2024-05-28T01:33:42Z,gh-1328
Tutti Frutti (Live at Wembley '86),Queen,Live At Wembley Stadium,False,INDIFFERENT,3:25,205,kkzc3YMGlCU,2024-05-28T01:30:17Z,gh-1328
Psycho Killer (2005 Remaster),Talking Heads,Talking Heads '77 (Deluxe Version),False,INDIFFERENT,4:22,262,tqQGWhge5yo,2024-05-28T01:25:55Z,gh-1328
I Want To Break Free,Queen,The Works (Deluxe Remastered Version),False,INDIFFERENT,4:19,259,GfeklykTLcE,2024-05-28T01:21:36Z,gh-1328
Crocodile Rock,Elton John,Don't Shoot Me I'm Only The Piano Player,False,INDIFFERENT,3:56,236,75r0nQu-hMs,2024-05-28T01:17:40Z,gh-1328
Here Comes The Sun (Remastered 2009),The Beatles,Abbey Road,,INDIFFERENT,3:06,186,xUNqsfFUwhY,2024-05-28T01:14:34Z,gh-1328
Another One Bites The Dust,Queen,The Game (Deluxe Remastered Version),False,INDIFFERENT,3:35,215,PqUenEMwsdQ,2024-05-28T01:10:59Z,gh-1328
Learning To Fly,Pink Floyd,A Momentary Lapse Of Reason,False,INDIFFERENT,4:53,293,vcFXq5-XFeE,2024-05-28T01:06:06Z,gh-1328
Goodbye Yellow Brick Road,Elton John,Goodbye Yellow Brick Road,,INDIFFERENT,3:13,193,wy709iNG6i8,2024-05-28T01:02:53Z,gh-1328
The Logical Song,Supertramp,The Logical Song,True,LIKE,4:10,250,pP8iUyb9Gn8,2024-05-28T00:58:43Z,gh-1328
Aja,Steely Dan,Aja,False,INDIFFERENT,8:01,481,D-FMrz7OwLo,2024-05-27T21:20:54Z,gh-1327
Do It Again,Steely Dan,Can't Buy A Thrill,False,INDIFFERENT,5:57,357,jmdiKePVUy8,2024-05-27T21:14:57Z,gh-1327
Sometimes It's a Bitch,Stevie Nicks,Timespace - The Best Of Stevie Nicks,False,INDIFFERENT,4:39,279,Egb0_TtT0xE,2024-05-27T21:10:18Z,gh-1327
Gypsy (2002 Remaster),Fleetwood Mac,The Very Best Of Fleetwood Mac,False,INDIFFERENT,4:23,263,rX57RBmD3eI,2024-05-27T21:05:55Z,gh-1327
Valerie,The Brothers Comatose,City Painted Gold,False,INDIFFERENT,4:55,295,COhTR76wtKE,2024-05-27T01:33:09Z,gh-1320
Landslide,Fleetwood Mac,Fleetwood Mac,False,INDIFFERENT,3:20,200,k4M53xndqiU,2024-05-27T01:29:49Z,gh-1320
Go Your Own Way (2004 Remaster),Fleetwood Mac,Rumours (Deluxe Edition),False,INDIFFERENT,3:44,224,DubafeFeJ7Y,2024-05-27T01:26:05Z,gh-1320
Cry Baby Cry (Remastered 2009),The Beatles,The Beatles,False,INDIFFERENT,3:03,183,8Zeyej5bfZE,2024-05-27T01:23:02Z,gh-1320
Fox on the Run,Daniel Donato,Cosmic Country & Western Songs,False,INDIFFERENT,3:22,202,ZOcbWsFQVnQ,2024-05-27T01:19:40Z,gh-1320
Silver Springs (2004 Remaster),Fleetwood Mac,Rumours (Deluxe Edition),False,INDIFFERENT,4:49,289,kVE4aOUX2iM,2024-05-27T01:14:51Z,gh-1320
Layla,Derek & The Dominos,Layla And Other Assorted Love Songs,False,INDIFFERENT,7:04,424,TngViNw2pOo,2024-05-26T21:20:28Z,gh-1319
Let Her Go,The Travelin' McCourys,The Travelin' Mccourys,,INDIFFERENT,4:52,292,KEcw2oQDlHE,2024-05-26T21:15:36Z,gh-1319
I'm No Communist,Jane Archer and the Reactionaries,The Great Atomic Power,,LIKE,2:28,148,Ko_Rdwn7lnA,2024-05-26T21:13:08Z,gh-1319
Price Tag,Keller Williams with The Travelin' McCourys,Pick,True,LIKE,3:15,195,AmMIpO5OeZs,2024-05-26T21:09:53Z,gh-1319
Let's Make a Better World,Dr. John,Desitively Bonnaroo,,LIKE,2:57,177,Q66BpmD3ugY,2024-05-26T21:06:56Z,gh-1319
The Great Atomic Power,The Louvin Brothers,Grand Ole Opry Legends,True,LIKE,2:49,169,2ci3UUzHTVc,2024-05-25T18:28:19Z,gh-1310
