title,artists,album,inLibrary,likeStatus,duration,duration_seconds,videoId,played_at,run_id
Give It Time,Sierra Ferrell,Long Time Coming,,INDIFFERENT,3:38,218,6gbKrEtscFY,2024-02-29T23:47:24Z,gh-514
Black Rock,The Infamous Stringdusters,The Infamous Stringdusters,False,INDIFFERENT,3:32,212,kQUvdEQav4U,2024-02-29T23:43:52Z,gh-514
Whiskey In The Jar,"David Grisman, Jerry Garcia",Shady Grove,False,INDIFFERENT,4:16,256,Y2nkQQkjCU8,2024-02-29T23:39:36Z,gh-514
"Don't Think Twice, It's All Right",The Infamous Stringdusters,Undercover,True,LIKE,4:26,266,Wewb33DJSz0,2024-02-29T23:35:10Z,gh-514
One of These Days,Emmylou Harris,Elite Hotel (Expanded & Remastered),False,INDIFFERENT,3:04,184,nk69Ju0Qh0U,2024-02-29T06:27:21Z,gh-515
On a Rainy Day,"Shpongle, Simon Posford",Flux & Contemplation - Portrait of an Artist in Isolation,,INDIFFERENT,3:13,193,EoEsnrRnV2I,2024-02-29T06:24:08Z,gh-515
Blue Skies,Special Consensus,The Trail of Aching Hearts,True,LIKE,3:50,230,TzOVIYwu7tQ,2024-02-29T06:20:18Z,gh-515
Robot Rock / Oh Yeah,Daft Punk,Alive 2007,,INDIFFERENT,6:28,388,H1zdxloRUJw,2024-02-29T06:13:50Z,gh-515
New Shabbos Waltz,"Andy Statman, David Grisman",New Shabbos Waltz,,LIKE,4:14,254,ohOalAuD9g0,2024-02-29T06:09:36Z,gh-515
Industrial Good Day Mantra,M Ross Perkins,E Pluribus M Ross,,LIKE,4:16,256,pKUc0RVGoSc,2024-02-29T06:05:20Z,gh-515
Cosmic Charlie,Grateful Dead,Aoxomoxoa,False,INDIFFERENT,5:30,330,v7TjA53JSxs,2024-02-29T00:18:52Z,gh-511
What's Become of the Baby,Grateful Dead,Aoxomoxoa,False,INDIFFERENT,8:14,494,1_XJFVYC8VU,2024-02-29T00:10:38Z,gh-511
China Cat Sunflower,Grateful Dead,Aoxomoxoa,False,INDIFFERENT,3:43,223,DWgjKDlvjDM,2024-02-29T00:06:55Z,gh-511
Mountains of the Moon,Grateful Dead,Aoxomoxoa,False,INDIFFERENT,4:06,246,aDjLJ6PYgO0,2024-02-29T00:02:49Z,gh-511
Doin' That Rag,Grateful Dead,Aoxomoxoa,False,INDIFFERENT,4:45,285,r-l2PleOO6k,2024-02-28T23:58:04Z,gh-511
Rosemary,Grateful Dead,Aoxomoxoa,False,INDIFFERENT,2:01,121,KrLkH3NZWBw,2024-02-28T23:56:03Z,gh-511
Dupree's Diamond Blues,Grateful Dead,Aoxomoxoa,False,INDIFFERENT,3:35,215,YK3f4SwNCTk,2024-02-28T23:52:28Z,gh-511
St. Stephen,Grateful Dead,Aoxomoxoa,False,INDIFFERENT,4:28,268,W-s0lFpflQw,2024-02-28T23:48:00Z,gh-511
Echoes,Pink Floyd,Meddle,False,INDIFFERENT,23:34,1414,53N99Nim6WE,2024-02-28T23:24:26Z,gh-511
Seamus,Pink Floyd,Meddle,False,INDIFFERENT,2:14,134,k3u5E8XKPjg,2024-02-28T23:22:12Z,gh-511
San Tropez,Pink Floyd,Meddle,False,INDIFFERENT,3:43,223,Cv5uuhkS4j8,2024-02-28T23:18:29Z,gh-511
Fearless,Pink Floyd,Meddle,False,INDIFFERENT,6:08,368,t3J_2R9rAp8,2024-02-28T23:12:21Z,gh-511
A Pillow Of Winds,Pink Floyd,Meddle,False,INDIFFERENT,5:12,312,uThZ1uuLLWM,2024-02-28T23:07:09Z,gh-511
One Of These Days,Pink Floyd,Meddle,False,INDIFFERENT,5:55,355,48PJGVf4xqk,2024-02-28T23:01:14Z,gh-511
Bring It on Home (Remaster),Led Zeppelin,Led Zeppelin II (Deluxe Edition),False,INDIFFERENT,4:20,260,pAO0ib8a0dU,2024-02-28T22:56:54Z,gh-511
Moby Dick (Remaster),Led Zeppelin,Led Zeppelin II (Deluxe Edition),False,INDIFFERENT,4:21,261,AwIPiw4_Ba8,2024-02-28T22:52:33Z,gh-511
Ramble On (Remaster),Led Zeppelin,Led Zeppelin II (Deluxe Edition),False,INDIFFERENT,4:35,275,_h9MxNn8P7w,2024-02-28T22:47:58Z,gh-511
Living Loving Maid (She's Just a Woman) (Remaster),Led Zeppelin,Led Zeppelin II (Deluxe Edition),False,INDIFFERENT,2:40,160,fSM9zc3SsuM,2024-02-28T22:45:18Z,gh-511
Heartbreaker (Remaster),Led Zeppelin,Led Zeppelin II (Deluxe Edition),False,INDIFFERENT,4:15,255,0hdQi2_HzAc,2024-02-28T22:41:03Z,gh-511
Thank You (Remaster),Led Zeppelin,Led Zeppelin II (Deluxe Edition),False,INDIFFERENT,4:50,290,je4jmKLTC48,2024-02-28T22:36:13Z,gh-511
The Lemon Song (Remaster),Led Zeppelin,Led Zeppelin II (Deluxe Edition),False,INDIFFERENT,6:20,380,_r85Cf6mS18,2024-02-28T22:29:53Z,gh-511
What Is and What Should Never Be (Remaster),Led Zeppelin,Led Zeppelin II (Deluxe Edition),False,INDIFFERENT,4:47,287,WnMiXsRtsfc,2024-02-28T22:25:06Z,gh-511
