title,artists,album,inLibrary,likeStatus,duration,duration_seconds,videoId,played_at,run_id
October Leaves,The Clark McLane Band,Commonfolk,,INDIFFERENT,6:13,373,zKLVdtpZqhI,2024-01-31T21:21:20Z,gh-268
Turn and Return,The Clark McLane Band,Commonfolk,,INDIFFERENT,3:11,191,O7HSxFtWlKI,2024-01-31T21:18:09Z,gh-268
Jarvis Lee,The Clark McLane Band,Commonfolk,,INDIFFERENT,4:24,264,yiJLCCELGJI,2024-01-31T21:13:45Z,gh-268
Standing Still,The Clark McLane Band,Commonfolk,,INDIFFERENT,4:17,257,0GmsnsKtU34,2024-01-31T21:09:28Z,gh-268
A Horse and a Badge,The Clark McLane Band,Commonfolk,,INDIFFERENT,2:51,171,0w_eehPLr_E,2024-01-31T21:06:37Z,gh-268
Onward I Go,The Clark McLane Band,Commonfolk,,INDIFFERENT,3:23,203,-prhzA9qei4,2024-01-31T21:03:14Z,gh-268
Dark Side of the Hollow,The Clark McLane Band,Commonfolk,,INDIFFERENT,5:01,301,0O-xgGVRbjw,2024-01-31T20:58:13Z,gh-268
Moonlight Is My Friend,The Clark McLane Band,Commonfolk,,INDIFFERENT,3:46,226,bBvbX5fyIxI,2024-01-31T20:54:27Z,gh-268
A Ghost Is Just an Angel,The Clark McLane Band,Commonfolk,,INDIFFERENT,3:21,201,arKXrtmKDsY,2024-01-31T20:51:06Z,gh-268
I Did I Did,The Clark McLane Band,Commonfolk,,INDIFFERENT,1:58,118,vmZWqgH091k,2024-01-31T20:49:08Z,gh-268
There's Nothing New Under the Sun,The Clark McLane Band,Commonfolk,,INDIFFERENT,3:50,230,v_5S1S1eYJI,2024-01-31T20:45:18Z,gh-268
The Theme,The Clark McLane Band,Commonfolk,,LIKE,1:18,78,9Ll97FLz9_0,2024-01-31T20:44:00Z,gh-268
Let It Rock,Jerry Garcia,Garcia (Compliments) (Expanded),False,INDIFFERENT,3:15,195,OIII0kt_wfY,2024-01-31T20:40:45Z,gh-268
Right Place Wrong Time,Dr. John,In The Right Place,False,INDIFFERENT,2:56,176,zw-2CTx4YgY,2024-01-31T20:37:49Z,gh-268
Midnight Rider,The Allman Brothers Band,Idlewild South (Deluxe Edition Remastered),False,INDIFFERENT,3:01,181,O6Q40nZRRco,2024-01-31T20:34:48Z,gh-268
The Hobo Song,John Prine,Bruised Orange,False,INDIFFERENT,3:31,211,prb5LFS_V4c,2024-01-31T20:31:17Z,gh-268
Iron Ore Betty,John Prine,Bruised Orange,False,INDIFFERENT,2:42,162,-L6ammWgL3Y,2024-01-31T20:28:35Z,gh-268
Crooked Piece of Time,John Prine,Bruised Orange,False,INDIFFERENT,2:52,172,wAxkgpnYyBk,2024-01-31T20:25:43Z,gh-268
Aw Heck,John Prine,Bruised Orange,False,INDIFFERENT,2:20,140,390y9FBmJAg,2024-01-31T20:23:23Z,gh-268
Sabu Visits the Twin Cities Alone,John Prine,Bruised Orange,False,INDIFFERENT,2:53,173,0MlwTvNESLs,2024-01-31T18:24:39Z,gh-267
Bruised Orange (Chain of Sorrow),John Prine,Bruised Orange,False,INDIFFERENT,5:21,321,4iyyhnNIKe4,2024-01-31T18:19:18Z,gh-267
If You Don't Want My Love,John Prine,Bruised Orange,False,INDIFFERENT,3:05,185,EGSUeGyqGXk,2024-01-31T18:16:13Z,gh-267
There She Goes,John Prine,Bruised Orange,False,INDIFFERENT,3:24,204,rXxo1ZP85Bk,2024-01-31T18:12:49Z,gh-267
Fish and Whistle,John Prine,Bruised Orange,False,INDIFFERENT,3:14,194,QYxlxYSCvFg,2024-01-31T18:09:35Z,gh-267
That's the Way the World Goes Round,John Prine,Bruised Orange,True,LIKE,3:20,200,ZogciFl-udY,2024-01-31T18:06:15Z,gh-267
The Big Country,Talking Heads,More Songs About Buildings and Food,False,INDIFFERENT,5:31,331,93oFXRedHy0,2024-01-31T18:00:44Z,gh-267
Take Me to the River,Talking Heads,More Songs About Buildings and Food,False,INDIFFERENT,5:03,303,bP3PIn8ff74,2024-01-31T17:55:41Z,gh-267
