title,artists,album,inLibrary,likeStatus,duration,duration_seconds,videoId,played_at,run_id
Respiro (Turu Anasi Remix),Seba Campos,Respirar,False,LIKE,6:37,397,DbBUmGGv864,2025-05-02T00:44:16Z,gh-4102
Miniyamba,"Yeahman, Hajna, & Mina Shankha",Shika Shika / Botanas Series,False,INDIFFERENT,4:11,251,HZlofxCghnQ,2025-05-02T00:40:05Z,gh-4102
Meditation (Okuma Remix),Turu Anasi,Meditation,False,LIKE,7:48,468,QjnSl9518TQ,2025-05-01T21:22:45Z,gh-4101
Urmel,okuma,Urmel / Kalkutta,False,LIKE,7:50,470,p4wmAhqaIx4,2025-05-01T21:14:55Z,gh-4101
Krasnapolyana,Kermesse,Bar 25 Music presents: Sounds of Sirin Vol.4,False,INDIFFERENT,5:04,304,1KL4YfdeTwM,2025-05-01T21:09:51Z,gh-4101
Lil' Darlin',"Count Basie Orchestra, Joe Williams, Lambert, Hendricks & Ross",The Atomic Mr Basie,False,INDIFFERENT,4:49,289,Nyjd4mP4hKs,2025-05-01T21:05:02Z,gh-4101
Sisyphus,Andrew Bird,My Finest Work Yet,False,LIKE,4:08,248,OsgUQrKTTtc,2025-05-01T21:00:54Z,gh-4101
Wrestle a Live Nude Girl,Leo Sidran,Cool School (The Music of Michael Franks),False,LIKE,4:44,284,vr996jU1Kpg,2025-05-01T20:56:10Z,gh-4101
Juno,Sabrina Carpenter,Short n' Sweet,False,INDIFFERENT,3:44,224,j360s9CtZTs,2025-05-01T20:52:26Z,gh-4101
Shine (Live),"David Grisman, Stephane Grappelli",Stephane Grappelli and David Grisman Live,False,LIKE,5:19,319,oMobf1AHbHk,2025-05-01T20:47:07Z,gh-4101
Do Right Woman,Chuck Darwin & the Knuckle Draggers,Three Car Pileup,False,INDIFFERENT,3:29,209,ADSYbRZM38k,2025-05-01T20:43:38Z,gh-4101
You're Lucky She's Lonely,"Colter Wall, Summer Dean",You're Lucky She's Lonely,False,LIKE,3:27,207,vcR2WJh8Eyg,2025-05-01T20:40:11Z,gh-4101
Have You Fed Baby Huey Today,Surprise Chef,All News Is Good News,False,INDIFFERENT,4:22,262,FHcRhSKZJkI,2025-05-01T20:35:49Z,gh-4101
Slim Pickins,Sabrina Carpenter,Short n' Sweet,False,LIKE,2:33,153,XRAAHNctZ3E,2025-05-01T20:33:16Z,gh-4101
Peroration Six,Floating Points,Elaenia,False,LIKE,5:15,315,D1HA0QC2y-g,2025-05-01T20:28:01Z,gh-4101
For Marmish,Floating Points,Elaenia,False,INDIFFERENT,5:47,347,JkpT-xiSTBE,2025-05-01T20:22:14Z,gh-4101
The World At Large,Modest Mouse,Good News For People Who Love Bad News,False,INDIFFERENT,4:33,273,FIJKJdsAszw,2025-05-01T18:38:56Z,gh-4100
Favorite Son,Satellite Friend,Favorite Son,False,LIKE,4:23,263,zWlNDTBfZvg,2025-05-01T18:34:33Z,gh-4100
September,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",False,INDIFFERENT,3:36,216,3cKtSlsYVEU,2025-05-01T18:30:57Z,gh-4100
"Mrs. Robinson (From ""The Graduate"" Soundtrack)",Simon & Garfunkel,Bookends,False,INDIFFERENT,4:05,245,_C2vqI9FVwg,2025-05-01T18:26:52Z,gh-4100
The Man in Me,Bob Dylan,New Morning,False,INDIFFERENT,3:07,187,-y37njM09uc,2025-05-01T18:23:45Z,gh-4100
You Don't Mess Around with Jim,Jim Croce,You Don't Mess Around With Jim,False,LIKE,3:03,183,VRIHW-aQl-k,2025-05-01T18:20:42Z,gh-4100
Don't Stop Me Now,Queen,Jazz (Deluxe Remastered Version),False,LIKE,3:30,210,DxQK_ARQmMY,2025-05-01T18:17:12Z,gh-4100
Changes,David Bowie,Hunky Dory,False,INDIFFERENT,3:38,218,7fdhI3qUdSs,2025-05-01T18:13:34Z,gh-4100
Strawberry Fields Forever (Remastered 2009),The Beatles,Magical Mystery Tour,False,INDIFFERENT,4:08,248,10LSq_J5ol4,2025-05-01T18:09:26Z,gh-4100
Killin' It,Foxy Shazam,Foxy Shazam,False,INDIFFERENT,3:59,239,Bewcw1PWtHY,2025-05-01T18:05:27Z,gh-4100
Dancing Queen,ABBA,Arrival,False,INDIFFERENT,3:51,231,YkLLcIKhJ64,2025-05-01T18:01:36Z,gh-4100
The Logical Song,Supertramp,The Logical Song,False,LIKE,4:10,250,pP8iUyb9Gn8,2025-05-01T17:57:26Z,gh-4100
Creep,Radiohead,Pablo Honey,False,LIKE,3:59,239,zFYEYRcjK2g,2025-05-01T17:53:27Z,gh-4100
Dreams (2004 Remaster),Fleetwood Mac,Rumours,False,INDIFFERENT,4:18,258,swJOIjjW69U,2025-05-01T07:49:05Z,gh-4100
Apeman (2020 Stereo Remaster),The Kinks,"Lola Versus Powerman and the Moneygoround, Pt. 1",False,INDIFFERENT,3:54,234,3eoeA_8hC4c,2025-05-01T07:45:11Z,gh-4100
Goodbye Yellow Brick Road,Elton John,Goodbye Yellow Brick Road,False,INDIFFERENT,3:13,193,wy709iNG6i8,2025-05-01T07:41:58Z,gh-4100
Life on Mars?,David Bowie,Hunky Dory,False,INDIFFERENT,3:56,236,Enzxdvo8NOk,2025-05-01T07:38:02Z,gh-4100
Bandaged Spires,Ivan the Tolerable,Magic Smoke Chords,False,INDIFFERENT,22:33,1353,eeR-ek72Yxs,2025-05-01T02:01:26Z,gh-4094
For Marmish,Floating Points,Elaenia,False,INDIFFERENT,5:47,347,JkpT-xiSTBE,2025-05-01T01:55:39Z,gh-4094
Thin Air,Floating Points,Elaenia,False,INDIFFERENT,4:00,240,4S8TdfXMoiE,2025-05-01T01:51:39Z,gh-4094
Argente,Floating Points,Elaenia,False,INDIFFERENT,4:35,275,54z4ALmyn8Y,2025-05-01T01:47:04Z,gh-4094
Elaenia,Floating Points,Elaenia,False,INDIFFERENT,7:15,435,bxpSp_Pwxbg,2025-05-01T01:39:49Z,gh-4094
"Silhouettes (I, II, III)",Floating Points,Elaenia,False,INDIFFERENT,10:43,643,WjUil2-gf7M,2025-05-01T01:29:06Z,gh-4094
Nespole,Floating Points,Elaenia,False,INDIFFERENT,5:09,309,e27DIvuQRtA,2025-05-01T01:23:57Z,gh-4094
84 Pontiac Dream,Boards of Canada,The Campfire Headphase,False,INDIFFERENT,3:50,230,92gg3Q6ptos,2025-05-01T01:20:07Z,gh-4094
Mako,Emancipator,Baralku,False,INDIFFERENT,4:13,253,BTXhIKnGUQ4,2025-05-01T01:15:54Z,gh-4094
An Arc Of Doves (Remastered 2004),"Brian Eno, Harold Budd",Ambient 2: The Plateaux Of Mirror (Remastered 2004),False,INDIFFERENT,6:30,390,9_frHl9zybU,2025-05-01T01:09:24Z,gh-4094
Lucerne Valley,Floating Points,Reflections - Mojave Desert,False,INDIFFERENT,3:39,219,XWVdbrjCTG0,2025-05-01T01:05:45Z,gh-4094
Peroration Six,Floating Points,Elaenia,False,INDIFFERENT,5:15,315,D1HA0QC2y-g,2025-05-01T01:00:30Z,gh-4094
