title,artists,album,inLibrary,likeStatus,duration,duration_seconds,videoId,played_at,run_id
Do Ya (Unedited Alternative Mix),Electric Light Orchestra,Flashback,False,INDIFFERENT,4:10,250,tW_bDujEwBY,2024-07-31T06:26:20Z,gh-1856
"A Apolitical Blues (Live at the Rainbow Theatre, London, UK, 8/3/1977)",Little Feat,Waiting for Columbus (Live Version),False,INDIFFERENT,3:52,232,dahVuPbSylw,2024-07-31T06:22:28Z,gh-1856
"Don't Bogart That Joint (Live at Lisner Auditorium, Washington, DC, 8/8/1977)",Little Feat,Waiting for Columbus (Live Version),False,INDIFFERENT,1:02,62,sE13nvgcwI8,2024-07-31T06:21:26Z,gh-1856
"Willin' (Live at Lisner Auditorium, Washington, DC, 8/8/1977)",Little Feat,Waiting for Columbus (Live Version),False,INDIFFERENT,4:43,283,kfnaxepWtOQ,2024-07-31T06:16:43Z,gh-1856
"Rocket In My Pocket (Live at the Rainbow Theatre, London, UK, 8/2/1977)",Little Feat,Waiting for Columbus (Live Version),False,INDIFFERENT,3:58,238,r6nOCws9_yA,2024-07-31T06:12:45Z,gh-1856
"Tripe Face Boogie (Live at the Rainbow Theatre, London, UK, 8/3/1977)",Little Feat,Waiting for Columbus (Live Version),False,INDIFFERENT,7:10,430,nVuAOS6mU6k,2024-07-31T06:05:35Z,gh-1856
"Dixie Chicken (Live at the Rainbow Theatre, London, UK, 8/3/1977)",Little Feat,Waiting for Columbus (Live Version),False,INDIFFERENT,8:54,534,UMJbtFZWWa8,2024-07-31T05:56:41Z,gh-1856
"Time Loves a Hero (Live at the Rainbow Theatre, London, UK, 8/4/1977)",Little Feat,Waiting for Columbus (Live Version),False,INDIFFERENT,4:20,260,Ig-lMlikKNU,2024-07-31T05:52:21Z,gh-1856
"Old Folks' Boogie (Live at the Rainbow Theatre, London, UK, 8/4/1977)",Little Feat,Waiting for Columbus (Live Version),True,LIKE,4:29,269,Kr7VaihjYT8,2024-07-31T05:47:52Z,gh-1856
"Fat Man in the Bathtub (Live at Lisner Auditorium, Washington, DC, 8/10/1977)",Little Feat,Waiting for Columbus (Live Version),False,INDIFFERENT,4:54,294,PiutmLNt5VI,2024-07-31T05:42:58Z,gh-1856
How Blue Can You Get,Louisiana Gator Boys,Blues Brothers 2000,True,LIKE,5:31,331,5l-xLSDU9b8,2024-07-31T05:37:27Z,gh-1856
Biding My Time,Pink Floyd,Relics,False,INDIFFERENT,5:19,319,gvCNJdUExts,2024-07-31T05:32:08Z,gh-1856
Everybody's Talkin',Harry Nilsson,Aerial Pandemonium Ballet,False,INDIFFERENT,2:43,163,jzFM_-1moSo,2024-07-31T05:29:25Z,gh-1856
Oh! Sweet Nuthin',The Velvet Underground,Loaded,False,INDIFFERENT,7:26,446,YjYrfV2xIwI,2024-07-31T03:21:38Z,gh-1855
Long Way Home,Tom Waits,"Orphans: Brawlers, Bawlers & Bastards",True,LIKE,3:11,191,t5eKQOKC6ts,2024-07-31T03:18:27Z,gh-1855
Morning Has Broken,Cat Stevens,Teaser And The Firecat,False,INDIFFERENT,3:20,200,qARB7XPfYjo,2024-07-31T03:15:07Z,gh-1855
Telephone Call From Istanbul,Tom Waits,Franks Wild Years,False,INDIFFERENT,3:12,192,nRBmNhIuetQ,2024-07-31T03:11:55Z,gh-1855
I Got a Name (Stereo Version),Jim Croce,I Got a Name,False,INDIFFERENT,3:15,195,gdnR9iQS-N8,2024-07-31T03:08:40Z,gh-1855
Way Down In The Hole,Tom Waits,Franks Wild Years,False,INDIFFERENT,3:31,211,ngNnnv1HKAI,2024-07-31T03:05:09Z,gh-1855
Is This What You Wanted,Leonard Cohen,New Skin For The Old Ceremony,False,INDIFFERENT,4:14,254,jKosiPw-85k,2024-07-31T03:00:55Z,gh-1855
"Fat Man in the Bathtub (Live at Lisner Auditorium, Washington, DC, 8/10/1977)",Little Feat,Waiting for Columbus (Live Version),False,INDIFFERENT,4:54,294,PiutmLNt5VI,2024-07-31T01:21:04Z,gh-1854
How Blue Can You Get,Louisiana Gator Boys,Blues Brothers 2000,True,LIKE,5:31,331,5l-xLSDU9b8,2024-07-31T01:15:33Z,gh-1854
"Come On, Come Over",Jaco Pastorius,The Essential Jaco Pastorius,False,INDIFFERENT,3:55,235,zY2H6ZF5ACU,2024-07-31T01:11:38Z,gh-1854
New South Africa (Live Version),Bela Fleck And The Flecktones,Live Art,False,INDIFFERENT,4:44,284,yhfl6uudFJQ,2024-07-31T01:06:54Z,gh-1854
All Time Low,Widespread Panic,Til the Medicine Takes,,INDIFFERENT,4:10,250,HO_7bbEPo-4,2024-07-31T01:02:44Z,gh-1854
Freeker By the Speaker,Keller Williams,Laugh,False,INDIFFERENT,4:53,293,BAdcEArCuo8,2024-07-31T00:57:51Z,gh-1854
Light,Phish,"2015/01/03 Miami, FL",,INDIFFERENT,10:35,635,9EXlGFu50Jw,2024-07-30T02:38:29Z,gh-1850
Helter Skelter (Remastered 2009),The Beatles,The Beatles,False,INDIFFERENT,4:30,270,vWW2SzoAXMo,2024-07-30T09:25:15Z,gh-1849
Biding My Time,Pink Floyd,Relics,False,INDIFFERENT,5:19,319,gvCNJdUExts,2024-07-30T09:19:56Z,gh-1849
Freeker By the Speaker,Keller Williams,Laugh,False,INDIFFERENT,4:53,293,BAdcEArCuo8,2024-07-30T09:15:03Z,gh-1849
Bike,Pink Floyd,Relics,False,INDIFFERENT,3:22,202,X4PAmOKAFlw,2024-07-30T09:11:41Z,gh-1849
Lochs of Dread (Live Version),Bela Fleck And The Flecktones,Live Art,False,INDIFFERENT,5:46,346,xe3bem0kgFE,2024-07-30T09:05:55Z,gh-1849
Stomping Grounds (Live Version),Bela Fleck And The Flecktones,Live Art,False,INDIFFERENT,5:27,327,djxg5DeDnow,2024-07-30T09:00:28Z,gh-1849
New South Africa (Live Version),Bela Fleck And The Flecktones,Live Art,False,INDIFFERENT,4:44,284,yhfl6uudFJQ,2024-07-30T08:55:44Z,gh-1849
The Logical Song,Supertramp,The Logical Song,True,LIKE,4:10,250,pP8iUyb9Gn8,2024-07-30T01:39:00Z,gh-1846
Everybody's Talkin',Harry Nilsson,Aerial Pandemonium Ballet,False,INDIFFERENT,2:43,163,jzFM_-1moSo,2024-07-30T01:36:17Z,gh-1846
The Pusher,Steppenwolf,Steppenwolf,False,INDIFFERENT,5:53,353,Zv6PY1BQLBE,2024-07-30T01:30:24Z,gh-1846
Southbound,Yonder Mountain String Band,"Mountain Tracks, Vol. 5",,INDIFFERENT,3:58,238,Rd2rpcccP8A,2024-07-29T21:24:38Z,gh-1845
Don't Let Your Deal Go Down,Yonder Mountain String Band,"Mountain Tracks, Vol. 5",,INDIFFERENT,4:09,249,CRkIarLuC_A,2024-07-29T21:20:29Z,gh-1845
Didn't Go Wrong,Yonder Mountain String Band,"Mountain Tracks, Vol. 5",,INDIFFERENT,3:16,196,7Odr3Y2hiiI,2024-07-29T21:17:13Z,gh-1845
Nothin' but Nothin',Yonder Mountain String Band,"Mountain Tracks, Vol. 5",,INDIFFERENT,2:43,163,WMGqG7MURqI,2024-07-29T21:14:30Z,gh-1845
Long Time,Yonder Mountain String Band,"Mountain Tracks, Vol. 5",,INDIFFERENT,3:12,192,ssVkjXojPug,2024-07-29T21:11:18Z,gh-1845
Must've Had Your Reasons,Yonder Mountain String Band,"Mountain Tracks, Vol. 5",,INDIFFERENT,2:58,178,f829It6YsVo,2024-07-29T21:08:20Z,gh-1845
Boatman's Dance,Yonder Mountain String Band,"Mountain Tracks, Vol. 5",,INDIFFERENT,4:58,298,A6Ex1MWNOXc,2024-07-29T21:03:22Z,gh-1845
Sideshow Blues,Yonder Mountain String Band,"Mountain Tracks, Vol. 5",,INDIFFERENT,5:55,355,AGQHrA0gKMs,2024-07-29T20:57:27Z,gh-1845
If I Lose,Yonder Mountain String Band,"Mountain Tracks, Vol. 5",,INDIFFERENT,3:48,228,GuGXDxbAmRg,2024-07-29T20:53:39Z,gh-1845
Don't Bogart Me (aka Don't Bogart That Joint),The Fraternity Of Man,Easy Rider (Music From The Soundtrack),False,INDIFFERENT,3:07,187,6Jv4jkviIZo,2024-07-29T01:43:01Z,gh-1837
The Weight,Smith,Easy Rider (Music From The Soundtrack),False,INDIFFERENT,4:37,277,X3-B_p3mTec,2024-07-29T01:38:24Z,gh-1837
Born To Be Wild,Steppenwolf,Easy Rider (Music From The Soundtrack),False,INDIFFERENT,3:37,217,yp8mlU29h_0,2024-07-29T01:34:47Z,gh-1837
The Pusher,Steppenwolf,Easy Rider (Music From The Soundtrack),False,INDIFFERENT,5:52,352,766XbUXDmoM,2024-07-29T01:28:55Z,gh-1837
"Everybody's Talkin' (From ""Midnight Cowboy"")",Geek Music,"Everybody's Talkin' (From ""Midnight Cowboy"")",False,INDIFFERENT,2:45,165,vGqu6PZlAgE,2024-07-29T01:26:10Z,gh-1837
Fire and Rain,James Taylor,Sweet Baby James,False,INDIFFERENT,3:24,204,N4E9MKbOFAY,2024-07-29T01:22:46Z,gh-1837
Morning Has Broken,Cat Stevens,Teaser And The Firecat,False,INDIFFERENT,3:20,200,qARB7XPfYjo,2024-07-29T01:19:26Z,gh-1837
Mighty River,Railroad Earth,Elko,False,INDIFFERENT,7:55,475,GKHvLfeNfCM,2024-07-28T21:20:02Z,gh-1836
"Liberty (Live in Atlanta, March 30, 1994)",Grateful Dead,So Many Roads (1965 - 1995),False,INDIFFERENT,6:00,360,7OuA4UXwCCY,2024-07-28T21:14:02Z,gh-1836
Walkin' Boss,"David Grisman, Jerry Garcia",Jerry Garcia & David Grisman,False,INDIFFERENT,5:18,318,_q9LD0r7sdQ,2024-07-28T21:08:44Z,gh-1836
Dixie Chicken (2023 Remaster),Little Feat,Dixie Chicken (Deluxe Edition),False,INDIFFERENT,3:56,236,G7oCEnBSpRM,2024-07-28T21:04:48Z,gh-1836
Back in the Goodle Days,John Hartford,Aereo-Plain,,INDIFFERENT,3:40,220,UcF0SY0m3sU,2024-07-28T21:01:08Z,gh-1836
"Brown Eyed Women (Live in Denmark, 1972) [2001 Remaster] (Live in Denmark, 1972; 2001 Remaster) (feat. David Nelson, Debbie Eisenberg, Marma-Duke & Merle Saunders)",Grateful Dead,Europe '72 (Live; 2001 Remaster),False,INDIFFERENT,4:38,278,M-cR8u0Jm9E,2024-07-28T20:56:30Z,gh-1836
"Rockin' Pneumonia and the Boogie Woogie Flu (Live at Lyceum Theatre, May 1972) (feat. Merle Saunders)",Grateful Dead,Steppin' out with the Grateful Dead England '72 (Live),False,INDIFFERENT,5:16,316,iWdfvo_eJ-Q,2024-07-28T20:51:14Z,gh-1836
New Lands (Live / AAA),Justice,Access All Arenas,,INDIFFERENT,4:32,272,1TtkRbDk6IA,2024-07-28T18:29:37Z,gh-1835
Horsepower (Live / AAA),Justice,Access All Arenas,,INDIFFERENT,5:25,325,PeAl0KrNqC0,2024-07-28T18:24:12Z,gh-1835
D.A.N.C.E. (Live / AAA),Justice,Access All Arenas,,INDIFFERENT,5:59,359,Fo1AfLfpXoU,2024-07-28T18:18:13Z,gh-1835
TiK ToK,Ke$ha,Animal (Expanded Edition),False,INDIFFERENT,3:20,200,RxUZLmN5RsY,2024-07-28T18:14:53Z,gh-1835
Poker Face,Lady Gaga,The Fame,False,INDIFFERENT,3:58,238,oG-4Uvhm4lI,2024-07-28T18:10:55Z,gh-1835
...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),False,INDIFFERENT,3:32,212,91Niv2q4gvc,2024-07-28T18:07:23Z,gh-1835
Shake It Off,Taylor Swift,1989,False,INDIFFERENT,3:40,220,1nFxMuPYeKA,2024-07-28T18:03:43Z,gh-1835
Toxic,Britney Spears,In The Zone,False,INDIFFERENT,3:19,199,tVdr_JWmnsA,2024-07-28T18:00:24Z,gh-1835
"John Cage's 4'33""",,,,INDIFFERENT,7:45,465,JTEFKFiXSx4,2024-07-28T17:52:39Z,gh-1835
Don't Stop Me Now,Queen,Jazz (Deluxe Remastered Version),True,LIKE,3:30,210,DxQK_ARQmMY,2024-07-28T17:49:09Z,gh-1835
